Date,Account,Category,Subcategory,Note,MYR,Income/Expense,Description,Amount,Currency,Account2
1/10/2024,Cash,🍜 Food,Lunch,,3.5,Expense,,3.5,MYR,3.5
1/10/2024,Cash,🍜 Food,Lunch,,5.5,Expense,,5.5,MYR,5.5
2/10/2024,Public Bank,Cash,,,100,Transfer-Out,,100,MYR,100
2/10/2024,Public Bank,Other,,Fees,1,Expense,,1,MYR,1
2/10/2024,Cash,🍜 Food,Lunch,,5.5,Expense,,5.5,MYR,5.5
2/10/2024,Cash,🍜 Food,Beverages,,1.8,Expense,,1.8,MYR,1.8
3/10/2024,Cash,🍜 Food,Lunch,,8,Expense,,8,MYR,8
3/10/2024,Cash,🍜 Food,Lunch,,6,Expense,,6,MYR,6
4/10/2024,Cash,🍜 Food,Dinner,,14,Expense,,14,MYR,14
4/10/2024,Cash,🍜 Food,Lunch,,12,Expense,,12,MYR,12
5/10/2024,Cash,🧘🏼 Health,Dobi,,10,Expense,,10,MYR,10
5/10/2024,Cash,🍜 Food,Breakfast,,7,Expense,,7,MYR,7
5/10/2024,Cash,🍜 Food,Lunch,,7.5,Expense,,7.5,MYR,7.5
6/10/2024,Cash,🍜 Food,Meal Prep,,3.95,Expense,,3.95,MYR,3.95
6/10/2024,Public Bank,🍜 Food,Meal Prep,,72.2,Expense,,72.2,MYR,72.2
6/10/2024,Cash,🍜 Food,Lunch,,6.6,Expense,,6.6,MYR,6.6
7/10/2024,Cash,🍜 Food,Lunch,,8.5,Expense,,8.5,MYR,8.5
8/10/2024,Public Bank,💰 Salary,,,1858.75,Income,,1858.75,MYR,1858.75
8/10/2024,Public Bank,Mak,,,100,Expense,,100,MYR,100
8/10/2024,Public Bank,Kak Ani,,,100,Expense,,100,MYR,100
8/10/2024,Public Bank,Other,Hutang,Pami 750,50,Expense,,50,MYR,50
8/10/2024,Cash,🍜 Food,Breakfast,,5,Expense,,5,MYR,5
8/10/2024,Public Bank,🍜 Food,Lunch,,15,Expense,,15,MYR,15
8/10/2024,Cash,🍜 Food,Beverages,,6,Expense,,6,MYR,6
8/10/2024,Public Bank,Phone,Maxis,,47.7,Expense,,47.7,MYR,47.7
8/10/2024,Cash,Touch N Go,,,50,Expense,,50,MYR,50
8/10/2024,Cash,🍜 Food,Dinner,,13.8,Expense,,13.8,MYR,13.8
8/10/2024,Public Bank,🧥 Apparel,,Repair Kasut,35,Expense,,35,MYR,35
9/10/2024,Public Bank,🎮 Game,Genshin Impact,,19.9,Expense,,19.9,MYR,19.9
9/10/2024,Cash,🍜 Food,Lunch,,9,Expense,,9,MYR,9
9/10/2024,Public Bank,🍜 Food,Groceries,,49.35,Expense,,49.35,MYR,49.35
9/10/2024,Public Bank,Bank Islam,,,450,Transfer-Out,,450,MYR,450
10/10/2024,Public Bank,Other,Other,,4.56,Expense,,4.56,MYR,4.56
11/10/2024,Cash,🍜 Food,Lunch,,12,Expense,,12,MYR,12
11/10/2024,Cash,🍜 Food,Lunch,,5.5,Expense,,5.5,MYR,5.5
11/10/2024,Cash,🍜 Food,Beverages,,7.5,Expense,,7.5,MYR,7.5
12/10/2024,Public Bank,🍜 Food,Breakfast,,10,Expense,,10,MYR,10
12/10/2024,Public Bank,🍜 Food,Lunch,,11.5,Expense,,11.5,MYR,11.5
13/10/2024,Public Bank,🍜 Food,Beverages,,5,Expense,,5,MYR,5
13/10/2024,Public Bank,🍜 Food,Dinner,,10.3,Expense,,10.3,MYR,10.3
13/10/2024,Public Bank,🍜 Food,Groceries,,56.1,Expense,,56.1,MYR,56.1
14/10/2024,Public Bank,🧘🏼 Health,Medical Checkup,,1,Expense,,1,MYR,1
14/10/2024,Cash,🍜 Food,Beverages,,1.5,Expense,,1.5,MYR,1.5
14/10/2024,Public Bank,Cash,,,100,Transfer-Out,,100,MYR,100
14/10/2024,Public Bank,Other,,Fees,1,Expense,,1,MYR,1
14/10/2024,Cash,🍜 Food,Lunch,,6.5,Expense,,6.5,MYR,6.5
15/10/2024,Public Bank,🧘🏼 Health,Medical Checkup,,1,Expense,,1,MYR,1
15/10/2024,Cash,🍜 Food,Lunch,,12,Expense,,12,MYR,12
16/10/2024,Cash,🍜 Food,Lunch,,10,Expense,,10,MYR,10
16/10/2024,Public Bank,Other,Other,Duit Pos Berry,10.6,Expense,,10.6,MYR,10.6
17/10/2024,Cash,🍜 Food,Lunch,,8,Expense,,8,MYR,8
17/10/2024,Cash,🍜 Food,Beverages,,5,Expense,,5,MYR,5
18/10/2024,Cash,🍜 Food,Lunch,,12,Expense,,12,MYR,12
18/10/2024,Cash,🍜 Food,Dinner,,16,Expense,,16,MYR,16
18/10/2024,Bank Islam,🤑 Allowance,,Sewa Rumah,450,Income,,450,MYR,450
18/10/2024,Cash,🍜 Food,Groceries,,5,Expense,,5,MYR,5
19/10/2024,Public Bank,🍜 Food,Lunch,,17.95,Expense,,17.95,MYR,17.95
19/10/2024,Public Bank,Cash,,,100,Transfer-Out,,100,MYR,100
19/10/2024,Public Bank,🍜 Food,Dinner,,13.2,Expense,,13.2,MYR,13.2
19/10/2024,Public Bank,🧘🏼 Health,Toiletries,,70.05,Expense,,70.05,MYR,70.05
19/10/2024,Public Bank,🍜 Food,Groceries,,72.7,Expense,,72.7,MYR,72.7
19/10/2024,Public Bank,🍜 Food,Meal Prep,,39.5,Expense,,39.5,MYR,39.5
20/10/2024,Public Bank,🍜 Food,Breakfast,,10,Expense,,10,MYR,10
20/10/2024,Public Bank,🍜 Food,Dinner,,11.5,Expense,,11.5,MYR,11.5
20/10/2024,Cash,🧘🏼 Health,Gunting Rambut,,12,Expense,,12,MYR,12
20/10/2024,Cash,🍜 Food,Beverages,,2.5,Expense,,2.5,MYR,2.5
20/10/2024,Cash,🍜 Food,Groceries,,4,Expense,,4,MYR,4
21/10/2024,Cash,🍜 Food,Lunch,,10,Expense,,10,MYR,10
22/10/2024,Cash,🍜 Food,Lunch,,10,Expense,,10,MYR,10
23/10/2024,Public Bank,🧘🏼 Health,Medical Checkup,,5,Expense,,5,MYR,5
23/10/2024,Public Bank,🧘🏼 Health,Medical Checkup,Cabut Gigi,50,Expense,,50,MYR,50
23/10/2024,Public Bank,🍜 Food,Beverages,,1.99,Expense,,1.99,MYR,1.99
23/10/2024,Public Bank,🍜 Food,Groceries,,25.2,Expense,,25.2,MYR,25.2
24/10/2024,Cash,🍜 Food,Lunch,,18.9,Expense,,18.9,MYR,18.9
24/10/2024,Cash,🚖 Transport,Bus,,1.1,Expense,,1.1,MYR,1.1
24/10/2024,Public Bank,Other,Computer,Service Laptop,100,Expense,,100,MYR,100
24/10/2024,Cash,🚖 Transport,Bus,,2,Expense,,2,MYR,2
24/10/2024,Public Bank,🍜 Food,Beverages,,6.4,Expense,,6.4,MYR,6.4
26/10/2024,Cash,🍜 Food,Meal Prep,,3.95,Expense,,3.95,MYR,3.95
26/10/2024,Cash,🍜 Food,Dinner,,15.3,Expense,,15.3,MYR,15.3
26/10/2024,Public Bank,🍜 Food,Meal Prep,,64.95,Expense,,64.95,MYR,64.95
26/10/2024,Public Bank,🍜 Food,Groceries,,15.6,Expense,,15.6,MYR,15.6
26/10/2024,Public Bank,🎮 Game,Arknight,,22.99,Expense,,22.99,MYR,22.99
27/10/2024,Cash,🍜 Food,Meal Prep,,7.9,Expense,,7.9,MYR,7.9
28/10/2024,Cash,🍜 Food,Breakfast,,5,Expense,,5,MYR,5
29/10/2024,Cash,🍜 Food,Lunch,,12,Expense,,12,MYR,12
29/10/2024,Cash,🍜 Food,Beverages,,5,Expense,,5,MYR,5
29/10/2024,Public Bank,Phone,Yoodo,,17,Expense,,17,MYR,17
30/10/2024,Public Bank,🧘🏼 Health,Medical Checkup,,5,Expense,,5,MYR,5
30/10/2024,Cash,🍜 Food,Lunch,,7,Expense,,7,MYR,7
30/10/2024,Cash,🍜 Food,Groceries,,4,Expense,,4,MYR,4
30/10/2024,Bank Islam,🤑 Allowance,,,50,Income,,50,MYR,50
31/10/2024,Public Bank,🎮 Game,Honkai Star Rail,,19.9,Expense,,19.9,MYR,19.9
1/11/2024,Bank Islam,Rent,,,450,Expense,,450,MYR,450
1/11/2024,Public Bank,🍜 Food,Dinner,,18.3,Expense,,18.3,MYR,18.3
1/11/2024,Public Bank,🧘🏼 Health,Toiletries,,30.9,Expense,,30.9,MYR,30.9
2/11/2024,Public Bank,🚖 Transport,Train,,5,Expense,,5,MYR,5
2/11/2024,Bank Islam,Public Bank,,,200,Transfer-Out,,200,MYR,200
2/11/2024,Public Bank,Other,Movies,,44,Expense,,44,MYR,44
2/11/2024,Public Bank,🧘🏼 Health,Toiletries,,7.9,Expense,,7.9,MYR,7.9
2/11/2024,Public Bank,🧘🏼 Health,Toiletries,,30.55,Expense,,30.55,MYR,30.55
2/11/2024,Public Bank,🍜 Food,Eating out,,28.5,Expense,,28.5,MYR,28.5
3/11/2024,Public Bank,🍜 Food,Groceries,,2.4,Expense,,2.4,MYR,2.4
3/11/2024,Cash,🚖 Transport,Minyak,,6,Expense,,6,MYR,6
4/11/2024,Public Bank,Cash,,,100,Transfer-Out,,100,MYR,100
4/11/2024,Public Bank,Other,,Fees,1,Expense,,1,MYR,1
4/11/2024,Cash,🍜 Food,Lunch,,4,Expense,,4,MYR,4
4/11/2024,Cash,🍜 Food,Breakfast,,4,Expense,,4,MYR,4
4/11/2024,Public Bank,🍜 Food,Groceries,,34.1,Expense,,34.1,MYR,34.1
5/11/2024,Cash,🍜 Food,Lunch,,6.5,Expense,,6.5,MYR,6.5
6/11/2024,Cash,🍜 Food,Lunch,,11.5,Expense,,11.5,MYR,11.5
7/11/2024,Cash,🍜 Food,Lunch,,11,Expense,,11,MYR,11
8/11/2024,Public Bank,💰 Salary,,,1858.75,Income,,1858.75,MYR,1858.75
8/11/2024,Cash,🍜 Food,Lunch,,12,Expense,,12,MYR,12
8/11/2024,Cash,🍜 Food,Dinner,,14,Expense,,14,MYR,14
8/11/2024,Cash,Other,Other,,2,Expense,,2,MYR,2
8/11/2024,Cash,Touch N Go,,,50,Expense,,50,MYR,50
8/11/2024,Cash,🍜 Food,Beverages,,3.3,Expense,,3.3,MYR,3.3
8/11/2024,Public Bank,Mak,,,50,Expense,,50,MYR,50
8/11/2024,Public Bank,Kak Ani,,,100,Expense,,100,MYR,100
8/11/2024,Public Bank,Other,Hutang,Pami 720,30,Expense,,30,MYR,30
8/11/2024,Public Bank,Bank Islam,,,450,Transfer-Out,,450,MYR,450
9/11/2024,Public Bank,Phone,Maxis,,56.2,Expense,,56.2,MYR,56.2
9/11/2024,Public Bank,🍜 Food,Groceries,,12.5,Expense,,12.5,MYR,12.5
10/11/2024,Public Bank,🍜 Food,Lunch,,12,Expense,,12,MYR,12
10/11/2024,Public Bank,🍜 Food,Dinner,,11,Expense,,11,MYR,11
10/11/2024,Cash,🧘🏼 Health,Dobi,,16,Expense,,16,MYR,16
11/11/2024,Public Bank,Cash,,,100,Transfer-Out,,100,MYR,100
11/11/2024,Public Bank,Other,,Fees,1,Expense,,1,MYR,1
11/11/2024,Cash,🍜 Food,Lunch,,6.5,Expense,,6.5,MYR,6.5
13/11/2024,Cash,🍜 Food,Lunch,,14,Expense,,14,MYR,14
13/11/2024,Cash,🍜 Food,Beverages,,4,Expense,,4,MYR,4
13/11/2024,Public Bank,🤑 Allowance,,STR,100,Income,,100,MYR,100
13/11/2024,Public Bank,🍜 Food,Groceries,,19.15,Expense,,19.15,MYR,19.15
14/11/2024,Cash,🍜 Food,Lunch,,8,Expense,,8,MYR,8
14/11/2024,Cash,🍜 Food,Groceries,,20,Expense,,20,MYR,20
15/11/2024,Cash,🍜 Food,Lunch,,9,Expense,,9,MYR,9
15/11/2024,Cash,🍜 Food,Groceries,,6.9,Expense,,6.9,MYR,6.9
15/11/2024,Public Bank,🍜 Food,Meal Prep,,75.4,Expense,,75.4,MYR,75.4
15/11/2024,Public Bank,🍜 Food,Beverages,,4.5,Expense,,4.5,MYR,4.5
16/11/2024,Cash,🍜 Food,Meal Prep,,7.9,Expense,,7.9,MYR,7.9
16/11/2024,Cash,🍜 Food,Lunch,,10.9,Expense,,10.9,MYR,10.9
16/11/2024,Public Bank,🎮 Game,Genshin Impact,,19.9,Expense,,19.9,MYR,19.9
17/11/2024,Public Bank,🚖 Transport,Train,,10,Expense,,10,MYR,10
17/11/2024,Public Bank,Other,Movies,,28.5,Expense,,28.5,MYR,28.5
17/11/2024,Public Bank,🧘🏼 Health,Toiletries,,26.4,Expense,,26.4,MYR,26.4
17/11/2024,Public Bank,🧘🏼 Health,Toiletries,,25.35,Expense,,25.35,MYR,25.35
17/11/2024,Public Bank,🍜 Food,Lunch,,25.9,Expense,,25.9,MYR,25.9
18/11/2024,Cash,🍜 Food,Groceries,,4,Expense,,4,MYR,4
18/11/2024,Cash,🍜 Food,Lunch,,6.5,Expense,,6.5,MYR,6.5
19/11/2024,Cash,🍜 Food,Lunch,,12,Expense,,12,MYR,12
20/11/2024,Cash,🍜 Food,Breakfast,,5,Expense,,5,MYR,5
20/11/2024,Cash,🍜 Food,Lunch,,5,Expense,,5,MYR,5
21/11/2024,Public Bank,🎮 Game,Azurlane,,4.99,Expense,,4.99,MYR,4.99
21/11/2024,Cash,🍜 Food,Lunch,,8.5,Expense,,8.5,MYR,8.5
21/11/2024,Cash,🍜 Food,Dinner,,12.5,Expense,,12.5,MYR,12.5
22/11/2024,Public Bank,Cash,,,100,Transfer-Out,,100,MYR,100
22/11/2024,Public Bank,Other,,Fees,1,Expense,,1,MYR,1
22/11/2024,Cash,🍜 Food,Lunch,,15,Expense,,15,MYR,15
22/11/2024,Cash,🍜 Food,Lunch,,2,Expense,,2,MYR,2
22/11/2024,Cash,Other,Other,,2,Expense,,2,MYR,2
24/11/2024,Public Bank,🍜 Food,Lunch,,8,Expense,,8,MYR,8
24/11/2024,Public Bank,🍜 Food,Dinner,,8.5,Expense,,8.5,MYR,8.5
24/11/2024,Public Bank,PTPTN,,,50,Expense,,50,MYR,50
25/11/2024,Cash,🍜 Food,Breakfast,,4,Expense,,4,MYR,4
25/11/2024,Cash,🍜 Food,Lunch,,4,Expense,,4,MYR,4
25/11/2024,Public Bank,🍜 Food,Groceries,,30.25,Expense,,30.25,MYR,30.25
26/11/2024,Cash,🍜 Food,Lunch,,11.5,Expense,,11.5,MYR,11.5
26/11/2024,Bank Islam,🤑 Allowance,,,450,Income,,450,MYR,450
27/11/2024,Cash,🍜 Food,Lunch,,6.5,Expense,,6.5,MYR,6.5
28/11/2024,Public Bank,Phone,Yoodo,,17,Expense,,17,MYR,17
28/11/2024,Cash,🍜 Food,Lunch,,8.5,Expense,,8.5,MYR,8.5
28/11/2024,Cash,🍜 Food,Beverages,,3,Expense,,3,MYR,3
28/11/2024,Cash,🍜 Food,Groceries,,30,Expense,,30,MYR,30
29/11/2024,Cash,🍜 Food,Lunch,,12,Expense,,12,MYR,12
29/11/2024,Public Bank,Cash,,,100,Transfer-Out,,100,MYR,100
29/11/2024,Public Bank,Other,,Fees,1,Expense,,1,MYR,1
29/11/2024,Cash,Other,Other,,2,Expense,,2,MYR,2
29/11/2024,Cash,🍜 Food,Dinner,,16.9,Expense,,16.9,MYR,16.9
30/11/2024,Public Bank,🚖 Transport,Train,,10,Expense,,10,MYR,10
30/11/2024,Public Bank,🍜 Food,Lunch,,17,Expense,,17,MYR,17
30/11/2024,Public Bank,🧘🏼 Health,Toiletries,,19.15,Expense,,19.15,MYR,19.15
30/11/2024,Public Bank,🍜 Food,Groceries,,32.97,Expense,,32.97,MYR,32.97
30/11/2024,Public Bank,🧥 Apparel,,,130.5,Expense,,130.5,MYR,130.5
30/11/2024,Cash,🍜 Food,Dinner,,9.8,Expense,,9.8,MYR,9.8
1/12/2024,Public Bank,🍜 Food,Lunch,,11,Expense,,11,MYR,11
1/12/2024,Public Bank,🍜 Food,Dinner,,11,Expense,,11,MYR,11
1/12/2024,Bank Islam,Rent,,,450,Expense,,450,MYR,450
1/12/2024,Public Bank,🎮 Game,Arknight,,22.99,Expense,,22.99,MYR,22.99
2/12/2024,Cash,🍜 Food,Lunch,,9,Expense,,9,MYR,9
2/12/2024,Cash,🍜 Food,Breakfast,,4,Expense,,4,MYR,4
3/12/2024,Cash,🍜 Food,Lunch,,9,Expense,,9,MYR,9
3/12/2024,Public Bank,🎮 Game,Honkai Star Rail,,19.9,Expense,,19.9,MYR,19.9
4/12/2024,Cash,🍜 Food,Lunch,,8,Expense,,8,MYR,8
4/12/2024,Cash,🍜 Food,Beverages,,6,Expense,,6,MYR,6
4/12/2024,Public Bank,Cash,,,100,Transfer-Out,,100,MYR,100
4/12/2024,Public Bank,Other,,Fees,1,Expense,,1,MYR,1
4/12/2024,Cash,Touch N Go,,,50,Expense,,50,MYR,50
4/12/2024,Cash,🍜 Food,Dinner,,15.3,Expense,,15.3,MYR,15.3
5/12/2024,Public Bank,🚖 Transport,Train,,20,Expense,,20,MYR,20
5/12/2024,Cash,🍜 Food,Lunch,,11.9,Expense,,11.9,MYR,11.9
6/12/2024,Public Bank,Other,Other,,60,Expense,,60,MYR,60
6/12/2024,Cash,🍜 Food,Beverages,,2,Expense,,2,MYR,2
7/12/2024,Cash,🧘🏼 Health,Dobi,,16,Expense,,16,MYR,16
7/12/2024,Cash,🍜 Food,Lunch,,6.1,Expense,,6.1,MYR,6.1
7/12/2024,Cash,🧘🏼 Health,Gunting Rambut,,12,Expense,,12,MYR,12
9/12/2024,Public Bank,💰 Salary,,,1858.75,Income,,1858.75,MYR,1858.75
9/12/2024,Public Bank,Other,Hutang,Pami 690,30,Expense,,30,MYR,30
9/12/2024,Public Bank,Bank Islam,,,450,Transfer-Out,,450,MYR,450
9/12/2024,Public Bank,Cash,,,100,Transfer-Out,,100,MYR,100
9/12/2024,Public Bank,Other,,Fees,1,Expense,,1,MYR,1
9/12/2024,Cash,🍜 Food,Lunch,,13,Expense,,13,MYR,13
9/12/2024,Public Bank,Kak Ani,,,100,Expense,,100,MYR,100
9/12/2024,Public Bank,Phone,Maxis,,58.3,Expense,,58.3,MYR,58.3
10/12/2024,Cash,🍜 Food,Lunch,,12,Expense,,12,MYR,12
10/12/2024,Cash,🍜 Food,Groceries,,10,Expense,,10,MYR,10
10/12/2024,Cash,🍜 Food,Groceries,,6.9,Expense,,6.9,MYR,6.9
11/12/2024,Public Bank,PTPTN,,,100,Expense,,100,MYR,100
11/12/2024,Cash,🍜 Food,Lunch,,7,Expense,,7,MYR,7
11/12/2024,Cash,🍜 Food,Dinner,,20.8,Expense,,20.8,MYR,20.8
11/12/2024,Cash,🍜 Food,Beverages,,7,Expense,,7,MYR,7
13/12/2024,Cash,🤑 Allowance,,,300,Income,,300,MYR,300
13/12/2024,Cash,🧥 Apparel,,,119.5,Expense,,119.5,MYR,119.5
13/12/2024,Public Bank,🧥 Apparel,,,149.9,Expense,,149.9,MYR,149.9
13/12/2024,Cash,🍜 Food,Eating out,,10,Expense,,10,MYR,10
13/12/2024,Cash,🍜 Food,Beverages,,2,Expense,,2,MYR,2
14/12/2024,Cash,🚖 Transport,Train,,13.2,Expense,,13.2,MYR,13.2
14/12/2024,Cash,Other,Other,Putrajaya Cruise,50,Expense,,50,MYR,50
14/12/2024,Cash,🍜 Food,Eating out,,10,Expense,,10,MYR,10
15/12/2024,Cash,🧥 Apparel,,,1.3,Expense,,1.3,MYR,1.3
15/12/2024,Public Bank,🍜 Food,Lunch,,36.2,Expense,,36.2,MYR,36.2
15/12/2024,Cash,🍜 Food,Beverages,,3.5,Expense,,3.5,MYR,3.5
16/12/2024,Public Bank,🤑 Allowance,,,100,Income,,100,MYR,100
16/12/2024,Cash,🤑 Allowance,,,310,Income,,310,MYR,310
16/12/2024,Cash,🤑 Allowance,,,50,Income,,50,MYR,50
16/12/2024,Cash,🍜 Food,Breakfast,,3.9,Expense,,3.9,MYR,3.9
16/12/2024,Cash,🧘🏼 Health,Dobi,,16,Expense,,16,MYR,16
16/12/2024,Cash,Public Bank,,,10,Transfer-Out,,10,MYR,10
16/12/2024,Cash,🍜 Food,Dinner,,11.5,Expense,,11.5,MYR,11.5
16/12/2024,Public Bank,🍜 Food,Groceries,,11.9,Expense,,11.9,MYR,11.9
17/12/2024,Cash,🍜 Food,Lunch,,2,Expense,,2,MYR,2
17/12/2024,Cash,🍜 Food,Lunch,,12,Expense,,12,MYR,12
18/12/2024,Cash,🍜 Food,Lunch,,7.5,Expense,,7.5,MYR,7.5
18/12/2024,Cash,🍜 Food,Lunch,,5,Expense,,5,MYR,5
18/12/2024,Cash,🍜 Food,Dinner,,12,Expense,,12,MYR,12
19/12/2024,Cash,🍜 Food,Groceries,,20,Expense,,20,MYR,20
19/12/2024,Cash,🍜 Food,Lunch,,19.5,Expense,,19.5,MYR,19.5
20/12/2024,Public Bank,🤑 Allowance,,,50,Income,,50,MYR,50
21/12/2024,Public Bank,Other,Other,Ijat Hutang,90,Expense,,90,MYR,90
21/12/2024,Cash,🍜 Food,Beverages,,3.9,Expense,,3.9,MYR,3.9
21/12/2024,Public Bank,🍜 Food,Meal Prep,,35.25,Expense,,35.25,MYR,35.25
21/12/2024,Cash,🍜 Food,Beverages,,3.1,Expense,,3.1,MYR,3.1
22/12/2024,Public Bank,🍜 Food,Lunch,,11,Expense,,11,MYR,11
22/12/2024,Public Bank,🍜 Food,Dinner,,11,Expense,,11,MYR,11
22/12/2024,Public Bank,🍜 Food,Eating out,,53,Expense,,53,MYR,53
22/12/2024,Public Bank,Other,Other,,9,Expense,,9,MYR,9
22/12/2024,Cash,🚖 Transport,Parking Ticket,,6,Expense,,6,MYR,6
23/12/2024,Public Bank,Cash,,,100,Transfer-Out,,100,MYR,100
23/12/2024,Public Bank,Other,,Fees,1,Expense,,1,MYR,1
23/12/2024,Cash,🍜 Food,Breakfast,,3,Expense,,3,MYR,3
23/12/2024,Cash,🍜 Food,Lunch,,13,Expense,,13,MYR,13
23/12/2024,Public Bank,Other,Other,Duit Kelab DOSM,35,Expense,,35,MYR,35
23/12/2024,Cash,🍜 Food,Dinner,,12.5,Expense,,12.5,MYR,12.5
24/12/2024,Cash,🍜 Food,Lunch,,12,Expense,,12,MYR,12
24/12/2024,Cash,🍜 Food,Dinner,,10,Expense,,10,MYR,10
25/12/2024,Public Bank,🍜 Food,Eating out,,50.8,Expense,,50.8,MYR,50.8
25/12/2024,Public Bank,🎮 Game,Genshin Impact,,19.9,Expense,,19.9,MYR,19.9
26/12/2024,Cash,🍜 Food,Dinner,,15.3,Expense,,15.3,MYR,15.3
26/12/2024,Public Bank,🍜 Food,Meal Prep,,24,Expense,,24,MYR,24
27/12/2024,Cash,🍜 Food,Dinner,,12.5,Expense,,12.5,MYR,12.5
27/12/2024,Bank Islam,🤑 Allowance,,,200,Income,,200,MYR,200
28/12/2024,Public Bank,Phone,Yoodo,,17,Expense,,17,MYR,17
28/12/2024,Cash,🚖 Transport,Bus,,2.2,Expense,,2.2,MYR,2.2
28/12/2024,Public Bank,Other,Movies,,40,Expense,,40,MYR,40
28/12/2024,Public Bank,🍜 Food,Meal Prep,Protein Shake,11.5,Expense,,11.5,MYR,11.5
28/12/2024,Public Bank,🧘🏼 Health,Toiletries,,24.85,Expense,,24.85,MYR,24.85
28/12/2024,Public Bank,🧘🏼 Health,Toiletries,,65.9,Expense,,65.9,MYR,65.9
28/12/2024,Public Bank,🍜 Food,Meal Prep,,50,Expense,,50,MYR,50
28/12/2024,Public Bank,🍜 Food,Dinner,,30,Expense,,30,MYR,30
29/12/2024,Cash,🍜 Food,Meal Prep,,7,Expense,,7,MYR,7
30/12/2024,Cash,🍜 Food,Lunch,,7.5,Expense,,7.5,MYR,7.5
31/12/2024,Cash,🍜 Food,Lunch,,14,Expense,,14,MYR,14
31/12/2024,Public Bank,Other,Shopee,,130.47,Expense,,130.47,MYR,130.47
1/1/2025,Cash,🍜 Food,Dinner,,14.3,Expense,,14.3,MYR,14.3
2/1/2025,Cash,🧘🏼 Health,Medical Checkup,,3,Expense,,3,MYR,3
2/1/2025,Public Bank,🍜 Food,Breakfast,,15.5,Expense,,15.5,MYR,15.5
2/1/2025,Bank Islam,Rent,,,450,Expense,,450,MYR,450
2/1/2025,Public Bank,🎮 Game,Honkai Star Rail,,19.9,Expense,,19.9,MYR,19.9
3/1/2025,Public Bank,🎮 Game,Genshin Impact,,19.9,Expense,,19.9,MYR,19.9
3/1/2025,Public Bank,🤑 Allowance,,,100,Income,,100,MYR,100
3/1/2025,Public Bank,🍜 Food,Dinner,,17,Expense,,17,MYR,17
4/1/2025,Public Bank,🎮 Game,Azurlane,,37.99,Expense,,37.99,MYR,37.99
5/1/2025,Public Bank,🍜 Food,Lunch,,9.3,Expense,,9.3,MYR,9.3
5/1/2025,Cash,Other,Other,Gas Dapur,35,Expense,,35,MYR,35
5/1/2025,Public Bank,🍜 Food,Dinner,,15.8,Expense,,15.8,MYR,15.8
6/1/2025,Public Bank,🤑 Allowance,,,200,Income,,200,MYR,200
6/1/2025,Cash,🍜 Food,Lunch,,7,Expense,,7,MYR,7
6/1/2025,Cash,🍜 Food,Groceries,,54.5,Expense,,54.5,MYR,54.5
7/1/2025,Cash,🍜 Food,Dinner,,14.3,Expense,,14.3,MYR,14.3
8/1/2025,Cash,🧘🏼 Health,Dobi,,16,Expense,,16,MYR,16
8/1/2025,Cash,🍜 Food,Lunch,,9.9,Expense,,9.9,MYR,9.9
8/1/2025,Bank Rakyat,🧘🏼 Health,Gunting Rambut,,12,Expense,,12,MYR,12
8/1/2025,Public Bank,Other,Other,Hadiah Bday Berry,25,Expense,,25,MYR,25
9/1/2025,Public Bank,💰 Salary,,,1858.75,Income,,1858.75,MYR,1858.75
9/1/2025,Public Bank,Cash,,,100,Transfer-Out,,100,MYR,100
9/1/2025,Public Bank,Other,,Fees,1,Expense,,1,MYR,1
9/1/2025,Public Bank,Other,Hutang,Pami 660,30,Expense,,30,MYR,30
9/1/2025,Public Bank,Bank Islam,,,450,Transfer-Out,,450,MYR,450
9/1/2025,Public Bank,Kak Ani,,,100,Expense,,100,MYR,100
9/1/2025,Public Bank,Phone,Maxis,,58.3,Expense,,58.3,MYR,58.3
9/1/2025,Cash,🍜 Food,Lunch,,8.5,Expense,,8.5,MYR,8.5
9/1/2025,Cash,🍜 Food,Groceries,,20,Expense,,20,MYR,20
10/1/2025,Public Bank,Phone,Maxis,,10,Expense,,10,MYR,10
10/1/2025,Cash,🍜 Food,Lunch,,14,Expense,,14,MYR,14
11/1/2025,Public Bank,PTPTN,,,50,Expense,,50,MYR,50
12/1/2025,Public Bank,🍜 Food,Dinner,,17,Expense,,17,MYR,17
12/1/2025,Public Bank,🎮 Game,Honkai Star Rail,,39.9,Expense,,39.9,MYR,39.9
13/1/2025,Public Bank,🍜 Food,Groceries,,39.2,Expense,,39.2,MYR,39.2
13/1/2025,Cash,🍜 Food,Breakfast,,2,Expense,,2,MYR,2
13/1/2025,Cash,🍜 Food,Beverages,,2,Expense,,2,MYR,2
13/1/2025,Cash,🍜 Food,Lunch,,8,Expense,,8,MYR,8
14/1/2025,Cash,🍜 Food,Lunch,,12,Expense,,12,MYR,12
15/1/2025,Cash,🍜 Food,Lunch,,8,Expense,,8,MYR,8
16/1/2025,Cash,🍜 Food,Breakfast,,3,Expense,,3,MYR,3
16/1/2025,Cash,🍜 Food,Beverages,,2.2,Expense,,2.2,MYR,2.2
16/1/2025,Cash,🍜 Food,Lunch,,8.5,Expense,,8.5,MYR,8.5
17/1/2025,Cash,🍜 Food,Lunch,,14,Expense,,14,MYR,14
18/1/2025,Cash,🚖 Transport,Train,,5,Expense,,5,MYR,5
18/1/2025,Public Bank,🧥 Apparel,,,49.9,Expense,,49.9,MYR,49.9
