Date,Account,Category,Subcategory,Note,MYR,Income/Expense,Description,Amount,Currency,Account2
14/02/2024 13:21:34,Cash,Phone,Maxis,,10,Expense,,10,MYR,10
14/02/2024 13:21:39,Public Bank,🚖 Transport,Grabcar,,5,Expense,,5,MYR,5
14/02/2024 13:30:13,Cash,🚖 Transport,Bus,,3,Expense,,3,MYR,3
14/02/2024 19:04:05,Public Bank,Phone,Yoodo,,15,Expense,,15,MYR,15
14/03/2024 17:00:27,Cash,🍜 Food,Eating out,,6,Expense,,6,MYR,6
14/03/2024 17:05:06,Cash,🍜 Food,Ramadan,,4,Expense,,4,MYR,4
14/03/2024 22:01:31,Public Bank,🧘🏼 Health,Toiletries,,15,Expense,,15,MYR,15
14/10/2023 17:59:00,Cash,🍜 Food,Eating out,,3.5,Expense,,3.5,MYR,3.5
14/12/2023 16:45:15,Cash,🍜 Food,Beverages,,0.6,Expense,,0.6,MYR,0.6
14/12/2023 17:01:13,Cash,🧘🏼 Health,Gym,,8,Expense,,8,MYR,8
14/12/2023 19:09:52,Cash,🍜 Food,Dinner,,12.7,Expense,,12.7,MYR,12.7
14/12/2023 19:22:13,Cash,🍜 Food,Groceries,,6.6,Expense,,6.6,MYR,6.6
14/12/2023 19:22:25,Cash,🧘🏼 Health,Toiletries,,32.8,Expense,,32.8,MYR,32.8
15/01/2024 19:42:21,Cash,🤑 Allowance,,,17,Income,,17,MYR,17
15/01/2024 19:42:45,Cash,🍜 Food,Groceries,,17.25,Expense,,17.25,MYR,17.25
15/02/2024 18:35:59,Cash,🧘🏼 Health,Gym,,8,Expense,,8,MYR,8
15/02/2024 19:08:43,Cash,🍜 Food,Dinner,,7.6,Expense,,7.6,MYR,7.6
15/02/2024 19:11:18,Cash,🍜 Food,Groceries,,4.6,Expense,,4.6,MYR,4.6
15/02/2024 19:21:34,Cash,Other,Other,Tisu,9.3,Expense,,9.3,MYR,9.3
15/03/2024 16:40:21,Cash,🍜 Food,Ramadan,,8,Expense,,8,MYR,8
15/03/2024 16:43:05,Cash,🍜 Food,Ramadan,,6,Expense,,6,MYR,6
16/02/2024 17:57:48,Cash,🧘🏼 Health,Medicine,,2,Expense,,2,MYR,2
16/03/2024 16:17:09,Bank Islam,Cash,,,100,Transfer-Out,,100,MYR,100
16/03/2024 16:17:09,Bank Islam,Other,,Fees,1,Expense,,1,MYR,1
16/03/2024 16:20:41,Cash,🍜 Food,Ramadan,,9,Expense,,9,MYR,9
16/03/2024 16:24:34,Cash,🍜 Food,Ramadan,,6,Expense,,6,MYR,6
16/10/2023 11:14:21,Bank Islam,Public Bank,,,300,Transfer-Out,,300,MYR,300
16/10/2023 11:14:21,Bank Islam,Other,,Fees,0.1,Expense,,0.1,MYR,0.1
16/10/2023 11:14:41,Public Bank,Phone,Maxis,,80.55,Expense,,80.55,MYR,80.55
16/11/2023 16:44:15,Cash,🍜 Food,Eating out,,3,Expense,,3,MYR,3
16/11/2023 19:24:12,Cash,🤑 Allowance,,,50,Income,,50,MYR,50
16/11/2023 19:24:23,Cash,🍜 Food,Dinner,,45,Expense,,45,MYR,45
17/01/2024 14:03:42,Cash,Other,Other,Data Engineering Class,31,Expense,,31,MYR,31
17/01/2024 19:33:52,Cash,🍜 Food,Dinner,,20,Expense,,20,MYR,20
17/01/2024 19:33:57,Cash,🧘🏼 Health,Medicine,,4,Expense,,4,MYR,4
17/01/2024 19:33:57,Cash,🍜 Food,Groceries,,2.3,Expense,,2.3,MYR,2.3
17/03/2024 12:53:20,Public Bank,🎮 Game,Honkai Impact 3rd,,23.9,Expense,,23.9,MYR,23.9
17/03/2024 20:10:33,Public Bank,🎮 Game,Azurlane,,29.99,Expense,,29.99,MYR,29.99
17/12/2023 13:14:17,Cash,🍜 Food,Lunch,,5,Expense,,5,MYR,5
17/12/2023 18:58:31,Cash,🍜 Food,Dinner,,14,Expense,,14,MYR,14
17/12/2023 19:13:37,Cash,🍜 Food,Dinner,,13,Expense,,13,MYR,13
17/12/2023 21:45:36,Public Bank,Other,Other,,15,Expense,,15,MYR,15
18/03/2024 16:40:36,Cash,🍜 Food,Ramadan,,4,Expense,,4,MYR,4
18/03/2024 16:40:59,Cash,🍜 Food,Ramadan,,4,Expense,,4,MYR,4
18/03/2024 16:41:09,Cash,🍜 Food,Ramadan,,9,Expense,,9,MYR,9
18/11/2023 17:10:37,Cash,🍜 Food,Eating out,,5.4,Expense,,5.4,MYR,5.4
18/11/2023 17:16:10,Cash,🍜 Food,Groceries,,15.5,Expense,,15.5,MYR,15.5
18/11/2023 17:36:12,Cash,🍜 Food,Eating out,,2,Expense,,2,MYR,2
18/11/2023 17:36:16,Cash,🍜 Food,Beverages,,4,Expense,,4,MYR,4
18/11/2023 17:46:57,Cash,🍜 Food,Dinner,,11,Expense,,11,MYR,11
19/02/2024 10:13:26,Cash,🤑 Allowance,,,100,Income,,100,MYR,100
19/02/2024 10:32:29,Cash,🚖 Transport,Bus,,2,Expense,,2,MYR,2
19/02/2024 10:44:59,Cash,Other,Other,Print/Fotostat,6.4,Expense,,6.4,MYR,6.4
19/02/2024 10:45:42,Cash,Other,Other,Gambar,15,Expense,,15,MYR,15
19/02/2024 11:24:50,Cash,🚖 Transport,Bus,,3,Expense,,3,MYR,3
19/02/2024 11:48:06,Public Bank,🚖 Transport,Grabcar,,5,Expense,,5,MYR,5
19/02/2024 12:16:39,Cash,Other,Other,Box Cutter,15.5,Expense,,15.5,MYR,15.5
19/02/2024 12:30:42,Bank Islam,Cash,,,100,Transfer-Out,,100,MYR,100
19/02/2024 12:30:42,Bank Islam,Other,,Fees,1,Expense,,1,MYR,1
19/02/2024 12:32:51,Cash,🍜 Food,Lunch,,29.5,Expense,,29.5,MYR,29.5
19/02/2024 13:17:50,Cash,🧥 Apparel,,,70,Expense,,70,MYR,70
19/02/2024 13:23:03,Public Bank,🚖 Transport,Grabcar,,9,Expense,,9,MYR,9
19/02/2024 14:04:39,Cash,🚖 Transport,Bus,,2,Expense,,2,MYR,2
19/02/2024 14:35:33,Public Bank,🚖 Transport,Grabcar,,10,Expense,,10,MYR,10
19/02/2024 15:19:36,Cash,🧘🏼 Health,Gunting Rambut,,18,Expense,,18,MYR,18
19/03/2024 22:29:11,Public Bank,Other,Other,ChatGPT,6,Expense,,6,MYR,6
19/10/2023 10:02:50,Cash,🚖 Transport,Bus,,4,Expense,,4,MYR,4
19/10/2023 11:22:10,Public Bank,🚖 Transport,Grabcar,,9,Expense,,9,MYR,9
19/11/2023 08:31:24,Public Bank,Phone,Maxis,,65.65,Expense,,65.65,MYR,65.65
19/11/2023 08:31:35,Cash,🤑 Allowance,,,50,Income,,50,MYR,50
19/11/2023 18:27:34,Cash,🧘🏼 Health,Toiletries,,30.8,Expense,,30.8,MYR,30.8
19/11/2023 18:46:54,Cash,🧘🏼 Health,Gym,,5,Expense,,5,MYR,5
19/11/2023 18:46:54,Cash,🍜 Food,Dinner,,25.9,Expense,,25.9,MYR,25.9
19/12/2023 11:13:53,Public Bank,Phone,Maxis,,79.84,Expense,,79.84,MYR,79.84
19/12/2023 11:14:15,Public Bank,🤑 Allowance,,,200,Income,,200,MYR,200
19/12/2023 16:50:12,Cash,🧘🏼 Health,Gym,,8,Expense,,8,MYR,8
19/12/2023 18:43:04,Cash,🍜 Food,Dinner,,20,Expense,,20,MYR,20
19/12/2023 19:13:02,Bank Islam,Cash,,,150,Transfer-Out,,150,MYR,150
19/12/2023 19:13:02,Bank Islam,Other,,Fees,1,Expense,,1,MYR,1
19/12/2023 19:17:38,Cash,🍜 Food,Groceries,,11.2,Expense,,11.2,MYR,11.2
20/01/2024 11:44:08,Public Bank,🚖 Transport,Grabcar,,5,Expense,,5,MYR,5
20/01/2024 14:00:33,Cash,🍜 Food,Lunch,,20.5,Expense,,20.5,MYR,20.5
20/01/2024 14:00:39,Cash,🍜 Food,Eating out,,23,Expense,,23,MYR,23
20/01/2024 14:49:09,Cash,🚖 Transport,Bus,,3,Expense,,3,MYR,3
20/10/2023 09:57:45,Cash,🍜 Food,Groceries,,1,Expense,,1,MYR,1
20/12/2023 10:51:15,Cash,🚖 Transport,Bus,,2,Expense,,2,MYR,2
20/12/2023 10:52:43,Cash,🚖 Transport,Bus,,3,Expense,,3,MYR,3
20/12/2023 11:30:31,Public Bank,🚖 Transport,Grabcar,,3,Expense,,3,MYR,3
20/12/2023 12:11:48,Public Bank,🚖 Transport,Grabcar,,14,Expense,,14,MYR,14
20/12/2023 12:57:32,Cash,🍜 Food,Lunch,,13,Expense,,13,MYR,13
20/12/2023 13:23:08,Cash,🍜 Food,Beverages,,16,Expense,,16,MYR,16
20/12/2023 18:49:56,Cash,🍜 Food,Beverages,,5.9,Expense,,5.9,MYR,5.9
21/01/2024 08:02:53,Cash,🍜 Food,Breakfast,,12.35,Expense,,12.35,MYR,12.35
21/01/2024 11:53:28,Public Bank,Cash,,,10,Transfer-Out,,10,MYR,10
21/01/2024 17:54:17,Cash,🚖 Transport,Parking Ticket,,4,Expense,,4,MYR,4
21/01/2024 17:54:23,Cash,🧘🏼 Health,Gym,,5,Expense,,5,MYR,5
