Date,Account,Category,Subcategory,Note,MYR,Income/Expense,Note2,Amount,Currency,Account3
13/08/2022 17:10:49,Dompet,Apparel,,KASUT,5,Expense,,5,MYR,5
13/08/2022 17:17:57,Dompet,Food & Drink,,,17.9,Expense,,17.9,MYR,17.9
13/08/2023 18:35:03,Dompet,Food & Drink,Drink,,3.2,Expense,,3.2,MYR,3.2
13/08/2023 18:35:03,Public Bank,Dompet,,,50,Transfer-Out,,50,MYR,50
13/08/2023 18:35:03,Dompet,Health,Gym,,5,Expense,,5,MYR,5
13/10/2022 11:38:41,Public Bank,Other,,Quillbot,6.99,Expense,,6.99,MYR,6.99
13/11/2022 08:12:10,Dompet,Food & Drink,Lunch,,3.6,Expense,,3.6,MYR,3.6
13/11/2022 08:19:06,Public Bank,Dompet,,,100,Transfer-Out,,100,MYR,100
13/11/2022 13:42:32,Bank Islam,Other,,,34.5,Expense,,34.5,MYR,34.5
13/11/2022 17:12:06,Bank Islam,Food & Drink,Dinner,,22.3,Expense,,22.3,MYR,22.3
13/12/2022 13:15:42,Dompet,Food & Drink,Lunch,,19,Expense,,19,MYR,19
14/01/2023 08:46:53,Bank Islam,Allowance,,,200,Income,,200,MYR,200
14/01/2023 12:34:58,Dompet,Food & Drink,Lunch,,8,Expense,,8,MYR,8
14/01/2023 18:27:23,Dompet,Food & Drink,Dinner,,5,Expense,,5,MYR,5
14/02/2023 11:23:38,Dompet,Food & Drink,Drink,,1,Expense,,1,MYR,1
14/02/2023 11:31:15,Dompet,Food & Drink,Drink,,1,Expense,,1,MYR,1
14/02/2023 11:31:21,Dompet,Food & Drink,Lunch,,2.5,Expense,,2.5,MYR,2.5
14/02/2023 16:56:44,Dompet,Other,,,30,Expense,,30,MYR,30
14/02/2023 17:00:49,Dompet,Food & Drink,Dinner,,7.5,Expense,,7.5,MYR,7.5
14/03/2023 10:49:54,Dompet,Other,,,15,Expense,,15,MYR,15
14/04/2023 20:46:23,Public Bank,Allowance,,,200,Income,,200,MYR,200
14/04/2023 20:46:45,Dompet,Transportation,Bus,,12,Expense,,12,MYR,12
14/05/2023 07:36:03,Dompet,Food & Drink,Breakfast,,11.55,Expense,,11.55,MYR,11.55
14/05/2023 16:13:55,Dompet,Health,Toiletries,,61.8,Expense,,61.8,MYR,61.8
14/05/2023 17:22:56,Bank Islam,Dompet,,,100,Transfer-Out,,100,MYR,100
14/05/2023 17:23:03,Dompet,Food & Drink,Drink,,27.5,Expense,,27.5,MYR,27.5
14/06/2023 14:01:49,Dompet,Food & Drink,Lunch,,2,Expense,,2,MYR,2
14/06/2023 14:01:53,Dompet,Transportation,Bus,,2,Expense,,2,MYR,2
14/07/2023 17:43:03,Dompet,Food & Drink,Lunch,,4,Expense,,4,MYR,4
14/07/2023 17:43:07,Dompet,Transportation,Bus,,2,Expense,,2,MYR,2
14/08/2023 11:09:44,Dompet,Transportation,Bus,,2,Expense,,2,MYR,2
14/08/2023 12:00:30,Public Bank,Transportation,GrabCar,,7,Expense,,7,MYR,7
14/08/2023 12:10:55,Public Bank,Transportation,GrabCar,,7,Expense,,7,MYR,7
14/08/2023 12:15:37,Dompet,Food & Drink,Lunch,,27,Expense,,27,MYR,27
14/08/2023 12:40:29,Dompet,Transportation,Bus,,2,Expense,,2,MYR,2
14/08/2023 14:11:55,Dompet,Other,,,15,Expense,,15,MYR,15
14/08/2023 23:58:10,Public Bank,Credit Topup,Yoodo,,15,Expense,,15,MYR,15
14/11/2022 11:22:11,Dompet,Food & Drink,Breakfast,,4.9,Expense,,4.9,MYR,4.9
14/11/2022 11:31:42,Dompet,Food & Drink,Lunch,,13.8,Expense,,13.8,MYR,13.8
14/12/2022 11:55:29,Dompet,Food & Drink,Lunch,,6,Expense,,6,MYR,6
14/12/2022 18:30:47,Dompet,Food & Drink,Dinner,,8.5,Expense,,8.5,MYR,8.5
15/01/2023 14:13:45,Public Bank,Boost,,,20,Transfer-Out,,20,MYR,20
15/01/2023 14:13:52,Boost,Food & Drink,Lunch,,6.5,Expense,,6.5,MYR,6.5
15/01/2023 18:06:38,Dompet,Food & Drink,Dinner,,5,Expense,,5,MYR,5
15/01/2023 22:58:00,Boost,Other,,,8,Expense,,8,MYR,8
15/02/2023 11:03:35,Dompet,Transportation,GrabCar,,5,Expense,,5,MYR,5
15/02/2023 12:24:43,Dompet,Transportation,GrabCar,,4.5,Expense,,4.5,MYR,4.5
15/02/2023 12:26:23,Dompet,Food & Drink,Lunch,,7.5,Expense,,7.5,MYR,7.5
15/02/2023 12:27:34,Dompet,Food & Drink,Lunch,,5,Expense,,5,MYR,5
15/02/2023 12:27:42,Dompet,Food & Drink,Drink,,1,Expense,,1,MYR,1
15/03/2023 21:00:05,Dompet,Transportation,Bus,,2,Expense,,2,MYR,2
15/05/2023 19:58:50,Dompet,Food & Drink,Drink,,3,Expense,,3,MYR,3
15/05/2023 19:58:57,Dompet,Transportation,Bus,,2,Expense,,2,MYR,2
15/06/2023 08:55:59,Bank Islam,Public Bank,,,100,Transfer-Out,,100,MYR,100
15/06/2023 09:22:50,Public Bank,Game,Star Rail,,39.9,Expense,,39.9,MYR,39.9
15/06/2023 13:10:00,Dompet,Food & Drink,Lunch,,2,Expense,,2,MYR,2
15/07/2023 18:59:05,Bank Islam,Dompet,,,100,Transfer-Out,,100,MYR,100
15/07/2023 19:38:13,Dompet,Transportation,Minyak,,10,Expense,,10,MYR,10
15/07/2023 20:11:02,Dompet,Food & Drink,Dinner,,8.5,Expense,,8.5,MYR,8.5
15/07/2023 20:14:15,Dompet,Health,Toiletries,,12.4,Expense,,12.4,MYR,12.4
16/01/2023 07:50:46,Public Bank,Game,Honkai,,23.9,Expense,,23.9,MYR,23.9
16/01/2023 18:05:04,Dompet,Food & Drink,Dinner,,5,Expense,,5,MYR,5
16/01/2023 18:05:04,Boost,Food & Drink,Dinner,,4,Expense,,4,MYR,4
16/02/2023 18:13:34,Dompet,Food & Drink,Lunch,,5,Expense,,5,MYR,5
16/02/2023 18:13:47,Dompet,Food & Drink,Drink,,1,Expense,,1,MYR,1
16/02/2023 18:13:52,Dompet,Food & Drink,Dinner,,38.07,Expense,,38.07,MYR,38.07
16/02/2023 21:39:28,Public Bank,Allowance,,,50,Income,,50,MYR,50
16/02/2023 21:52:00,Public Bank,Game,Honkai,,23.9,Expense,,23.9,MYR,23.9
16/03/2023 20:54:15,Dompet,Transportation,GrabCar,,2,Expense,,2,MYR,2
16/05/2023 12:59:06,Dompet,Allowance,,,5,Income,,5,MYR,5
16/06/2023 11:50:34,Public Bank,Food & Drink,Lunch,,39.99,Expense,,39.99,MYR,39.99
16/10/2022 14:14:02,Dompet,Allowance,,,200,Income,,200,MYR,200
16/11/2022 08:48:47,Dompet,Food & Drink,Lunch,,10.5,Expense,,10.5,MYR,10.5
16/11/2022 12:04:38,Dompet,Food & Drink,Lunch,,3,Expense,,3,MYR,3
16/12/2022 08:19:35,Public Bank,Food & Drink,Dinner,,72.96,Expense,,72.96,MYR,72.96
16/12/2022 13:08:09,Dompet,Food & Drink,Lunch,,7,Expense,,7,MYR,7
16/12/2022 18:09:34,Dompet,Food & Drink,Dinner,,6,Expense,,6,MYR,6
17/01/2023 11:04:33,Bank Islam,Allowance,,,300,Income,,300,MYR,300
17/01/2023 14:02:03,Public Bank,Boost,,,20,Transfer-Out,,20,MYR,20
17/01/2023 14:02:12,Boost,Food & Drink,Lunch,,4,Expense,,4,MYR,4
17/01/2023 14:02:20,Dompet,Food & Drink,Lunch,,5,Expense,,5,MYR,5
17/02/2023 13:46:15,Dompet,Food & Drink,Lunch,,3,Expense,,3,MYR,3
17/02/2023 13:46:22,Dompet,Food & Drink,Drink,,4,Expense,,4,MYR,4
17/02/2023 13:46:28,Bank Islam,Allowance,,,30,Income,,30,MYR,30
17/02/2023 17:53:52,Public Bank,Modified Bal.,,Difference,758.37,Income,,758.37,MYR,758.37
17/02/2023 18:04:16,Dompet,Food & Drink,Dinner,,10.5,Expense,,10.5,MYR,10.5
17/02/2023 18:04:27,Dompet,Food & Drink,Dinner,,1,Expense,,1,MYR,1
17/02/2023 18:04:57,Dompet,Modified Bal.,,Difference,270.33,Expense,,270.33,MYR,270.33
17/02/2023 19:36:51,Public Bank,Game,Honkai,,4.9,Expense,,4.9,MYR,4.9
17/02/2023 22:30:55,Bank Islam,Modified Bal.,,Difference,112.06,Income,,112.06,MYR,112.06
17/06/2023 11:11:42,Dompet,Food & Drink,Lunch,,33,Expense,,33,MYR,33
17/06/2023 11:11:42,Bank Islam,Dompet,,,151,Transfer-Out,,151,MYR,151
17/07/2023 16:37:47,Dompet,Food & Drink,Lunch,,4,Expense,,4,MYR,4
17/07/2023 16:37:53,Dompet,Transportation,Bus,,2,Expense,,2,MYR,2
17/08/2023 12:32:51,Dompet,Food & Drink,Lunch,,15,Expense,,15,MYR,15
17/08/2023 15:21:57,Dompet,Apparel,,,5.9,Expense,,5.9,MYR,5.9
17/08/2023 15:38:30,Public Bank,Transportation,GrabCar,,8,Expense,,8,MYR,8
17/09/2022 12:16:38,Public Bank,Credit Topup,Yoodo,INTERNET,10,Expense,,10,MYR,10
17/11/2022 15:17:59,Dompet,Food & Drink,Lunch,,24.9,Expense,,24.9,MYR,24.9
17/11/2022 19:44:42,Public Bank,Allowance,,,300,Income,,300,MYR,300
17/12/2022 12:44:51,Public Bank,Allowance,,,25,Income,,25,MYR,25
17/12/2022 16:27:42,Public Bank,Allowance,,,200,Income,,200,MYR,200
17/12/2022 16:38:05,Public Bank,Boost,,,40,Transfer-Out,,40,MYR,40
17/12/2022 17:51:09,Boost,Food & Drink,Dinner,,27.4,Expense,,27.4,MYR,27.4
18/01/2023 14:02:20,Dompet,Food & Drink,Drink,,4,Expense,,4,MYR,4
18/01/2023 14:02:20,Dompet,Food & Drink,Drink,,4,Expense,,4,MYR,4
18/01/2023 14:02:20,Dompet,Food & Drink,Dinner,,3,Expense,,3,MYR,3
18/02/2023 13:14:53,Public Bank,Other,,,32,Expense,,32,MYR,32
18/02/2023 13:24:41,Public Bank,Food & Drink,Lunch,,23.3,Expense,,23.3,MYR,23.3
18/02/2023 16:15:05,Bank Islam,Dompet,,,100,Transfer-Out,,100,MYR,100
18/02/2023 16:15:17,Public Bank,Dompet,,,50,Transfer-Out,,50,MYR,50
18/02/2023 16:16:00,Public Bank,Food & Drink,Barang Dapur,,13.25,Expense,,13.25,MYR,13.25
18/03/2023 17:02:36,Public Bank,Allowance,,,200,Income,,200,MYR,200
18/03/2023 17:02:45,Public Bank,Dompet,,,150,Transfer-Out,,150,MYR,150
18/03/2023 17:02:51,Bank Islam,Dompet,,,100,Transfer-Out,,100,MYR,100
18/03/2023 18:15:55,Dompet,Apparel,Shoes,,179,Expense,,179,MYR,179
18/04/2023 04:25:21,Dompet,Transportation,Bus,,4,Expense,,4,MYR,4
18/04/2023 04:25:33,Public Bank,Credit Topup,Maxis,,10,Expense,,10,MYR,10
18/07/2023 11:45:56,Bank Islam,Public Bank,,,100,Transfer-Out,,100,MYR,100
18/07/2023 12:19:58,Dompet,Transportation,Bus,,2,Expense,,2,MYR,2
18/07/2023 12:19:58,Public Bank,Food & Drink,Lunch,,31.12,Expense,,31.12,MYR,31.12
18/09/2022 08:17:18,Dompet,Food & Drink,,,18,Expense,,18,MYR,18
18/09/2023 09:20:04,Public Bank,Transportation,GrabCar,,9,Expense,,9,MYR,9
18/10/2022 16:10:48,Dompet,Food & Drink,,,8.4,Expense,,8.4,MYR,8.4
18/10/2022 16:10:58,Public Bank,Allowance,,,300,Income,,300,MYR,300
18/12/2022 12:22:53,Dompet,Food & Drink,Lunch,,6,Expense,,6,MYR,6
18/12/2022 18:07:12,Dompet,Food & Drink,Dinner,,6,Expense,,6,MYR,6
19/01/2023 11:47:42,Dompet,Food & Drink,Lunch,,5,Expense,,5,MYR,5
19/01/2023 11:47:49,Dompet,Food & Drink,Drink,,3,Expense,,3,MYR,3
19/01/2023 15:41:19,Public Bank,Game,Genshin,Monthly Pass,19.9,Expense,,19.9,MYR,19.9
19/01/2023 17:43:36,Public Bank,Dompet,,,100,Transfer-Out,,100,MYR,100
19/01/2023 17:44:03,Bank Islam,Dompet,,,50,Transfer-Out,,50,MYR,50
19/01/2023 18:10:03,Dompet,Food & Drink,Dinner,,19,Expense,,19,MYR,19
19/01/2023 18:10:18,Dompet,Food & Drink,Dinner,,3,Expense,,3,MYR,3
19/02/2023 11:45:09,Boost,Food & Drink,Lunch,,3.5,Expense,,3.5,MYR,3.5
19/02/2023 11:45:19,Boost,Food & Drink,Drink,,1,Expense,,1,MYR,1
19/02/2023 13:25:46,Dompet,Food & Drink,Lunch,,3,Expense,,3,MYR,3
19/02/2023 16:45:45,Dompet,Other,,,3,Expense,,3,MYR,3
19/02/2023 21:30:49,Dompet,Food & Drink,Dinner,,2.5,Expense,,2.5,MYR,2.5
19/02/2023 21:31:05,Dompet,Food & Drink,Drink,,4,Expense,,4,MYR,4
19/03/2023 14:23:19,Dompet,Food & Drink,Breakfast,,1.85,Expense,,1.85,MYR,1.85
19/03/2023 14:23:27,Dompet,Food & Drink,Drink,,15,Expense,,15,MYR,15
19/03/2023 14:50:54,Dompet,Food & Drink,Lunch,,29.95,Expense,,29.95,MYR,29.95
19/03/2023 14:58:46,Dompet,Food & Drink,Barang Dapur,,1.25,Expense,,1.25,MYR,1.25
19/04/2023 14:38:24,Dompet,Allowance,,,50,Income,,50,MYR,50
19/04/2023 14:38:34,Public Bank,Game,Blue Archive,,14.99,Expense,,14.99,MYR,14.99
19/04/2023 20:41:55,Dompet,Transportation,Bus,,10,Expense,,10,MYR,10
19/05/2023 07:46:20,Dompet,Transportation,Bus,,4,Expense,,4,MYR,4
19/05/2023 07:46:34,Dompet,Food & Drink,Drink,,3,Expense,,3,MYR,3
19/05/2023 07:46:40,Dompet,Allowance,,,200,Income,,200,MYR,200
19/05/2023 14:23:01,Dompet,Food & Drink,Lunch,,2,Expense,,2,MYR,2
19/05/2023 14:28:28,Dompet,Food & Drink,Drink,,3,Expense,,3,MYR,3
19/06/2023 16:43:25,Dompet,Transportation,Bus,,2,Expense,,2,MYR,2
19/11/2022 12:03:41,Public Bank,Dompet,,,150,Transfer-Out,,150,MYR,150
19/11/2022 12:03:51,Bank Islam,Dompet,,,50,Transfer-Out,,50,MYR,50
19/11/2022 13:21:18,Dompet,Health,Gym,,3.8,Expense,,3.8,MYR,3.8
19/11/2022 13:35:36,Dompet,Food & Drink,Breakfast,,11.4,Expense,,11.4,MYR,11.4
19/11/2022 13:53:47,Dompet,Other,,,47.1,Expense,,47.1,MYR,47.1
19/11/2022 16:06:02,Dompet,Food & Drink,Barang Dapur,,11.7,Expense,,11.7,MYR,11.7
19/12/2022 07:59:02,Bank Islam,Allowance,,,250,Income,,250,MYR,250
19/12/2022 11:53:20,Boost,Food & Drink,Lunch,,4,Expense,,4,MYR,4
19/12/2022 18:12:09,Boost,Food & Drink,Dinner,,8.5,Expense,,8.5,MYR,8.5
20/01/2023 13:18:40,Dompet,Food & Drink,Lunch,,10,Expense,,10,MYR,10
20/01/2023 18:22:22,Dompet,Food & Drink,Dinner,,5.5,Expense,,5.5,MYR,5.5
20/01/2023 18:22:39,Dompet,Food & Drink,Drink,,4,Expense,,4,MYR,4
20/02/2023 12:01:20,Dompet,Food & Drink,Lunch,,3,Expense,,3,MYR,3
20/02/2023 12:01:35,Dompet,Food & Drink,Drink,,1,Expense,,1,MYR,1
20/02/2023 17:44:53,Dompet,Food & Drink,Dinner,,10,Expense,,10,MYR,10
20/04/2023 10:58:52,Public Bank,Game,Blue Archive,,34.99,Expense,,34.99,MYR,34.99
20/04/2023 14:09:03,Dompet,Allowance,,,55,Income,,55,MYR,55
20/05/2023 19:17:42,Dompet,Food & Drink,Dinner,,4,Expense,,4,MYR,4
20/05/2023 19:28:10,Dompet,Health,Toiletries,,21.5,Expense,,21.5,MYR,21.5
20/06/2023 17:45:05,Dompet,Transportation,Bus,,2,Expense,,2,MYR,2
20/06/2023 17:45:10,Dompet,Food & Drink,Lunch,,2,Expense,,2,MYR,2
20/07/2023 12:02:05,Public Bank,Food & Drink,Lunch,,38.02,Expense,,38.02,MYR,38.02
20/07/2023 12:02:14,Dompet,Transportation,Bus,,2,Expense,,2,MYR,2
20/08/2023 14:04:08,Public Bank,Allowance,,,20,Income,,20,MYR,20
20/08/2023 22:17:42,Dompet,Allowance,,,100,Income,,100,MYR,100
20/10/2022 07:00:29,Public Bank,Dompet,,TOPUP MAK,10,Transfer-Out,,10,MYR,10
20/10/2022 10:25:02,Dompet,Food & Drink,,,11.4,Expense,,11.4,MYR,11.4
20/10/2022 12:54:15,Public Bank,Game,Arknight,Monthly Pass,21.99,Expense,,21.99,MYR,21.99
20/11/2022 14:11:50,Dompet,Health,Gym,,15.9,Expense,,15.9,MYR,15.9
20/11/2022 17:59:05,Public Bank,Food & Drink,Dinner,,30.82,Expense,,30.82,MYR,30.82
20/11/2022 18:19:48,Public Bank,Food & Drink,Dinner,,3,Expense,,3,MYR,3
20/12/2022 11:47:45,Public Bank,Boost,,,20,Transfer-Out,,20,MYR,20
20/12/2022 12:08:18,Boost,Food & Drink,Lunch,,6,Expense,,6,MYR,6
20/12/2022 17:37:48,Public Bank,Dompet,,,100,Transfer-Out,,100,MYR,100
20/12/2022 17:37:56,Bank Islam,Dompet,,,100,Transfer-Out,,100,MYR,100
20/12/2022 17:43:35,Dompet,Food & Drink,Barang Dapur,,18.2,Expense,,18.2,MYR,18.2
20/12/2022 17:55:27,Dompet,Food & Drink,Dinner,,9,Expense,,9,MYR,9
21/01/2023 12:37:22,Dompet,Food & Drink,Lunch,,3.5,Expense,,3.5,MYR,3.5
21/01/2023 17:50:11,Dompet,Food & Drink,Dinner,,2.5,Expense,,2.5,MYR,2.5
21/01/2023 17:50:20,Dompet,Food & Drink,Dinner,,4,Expense,,4,MYR,4
21/02/2023 11:11:45,Public Bank,Transportation,GrabCar,,5,Expense,,5,MYR,5
21/02/2023 11:25:49,Public Bank,Transportation,GrabCar,,5,Expense,,5,MYR,5
21/02/2023 12:44:45,Dompet,Food & Drink,Barang Dapur,,23.1,Expense,,23.1,MYR,23.1
21/02/2023 14:18:05,Dompet,Food & Drink,Drink,,2.5,Expense,,2.5,MYR,2.5
21/02/2023 14:18:11,Dompet,Food & Drink,Lunch,,10,Expense,,10,MYR,10
21/02/2023 21:36:19,Dompet,Food & Drink,Dinner,,5,Expense,,5,MYR,5
21/02/2023 21:36:25,Dompet,Food & Drink,Drink,,1,Expense,,1,MYR,1
21/02/2023 21:36:32,Public Bank,Allowance,,,50,Income,,50,MYR,50
21/03/2023 11:56:22,Public Bank,Transportation,GrabCar,,7,Expense,,7,MYR,7
21/03/2023 12:56:19,Bank Islam,Food & Drink,Lunch,,24.5,Expense,,24.5,MYR,24.5
21/03/2023 13:50:53,Public Bank,Transportation,GrabCar,,6,Expense,,6,MYR,6
21/03/2023 13:51:02,Dompet,Transportation,Bus,,4,Expense,,4,MYR,4
21/06/2023 16:32:55,Dompet,Transportation,Bus,,2,Expense,,2,MYR,2
21/06/2023 16:33:02,Dompet,Food & Drink,Lunch,,2,Expense,,2,MYR,2
21/07/2023 11:37:14,Dompet,Allowance,,,400,Income,,400,MYR,400
21/08/2023 09:42:15,Dompet,Food & Drink,Breakfast,,29.8,Expense,,29.8,MYR,29.8
21/08/2023 18:19:51,Dompet,Food & Drink,Dinner,,49.2,Expense,,49.2,MYR,49.2
21/10/2022 17:57:53,Dompet,Food & Drink,,,13,Expense,,13,MYR,13
21/11/2022 17:03:24,Dompet,Food & Drink,Dinner,,15,Expense,,15,MYR,15
21/11/2022 17:06:23,Dompet,Food & Drink,Breakfast,,21.5,Expense,,21.5,MYR,21.5
21/12/2022 18:10:02,Dompet,Food & Drink,Dinner,,9.5,Expense,,9.5,MYR,9.5
22/03/2023 23:34:01,Public Bank,Game,Azurlane,,29.99,Expense,,29.99,MYR,29.99
22/05/2023 14:08:55,Dompet,Food & Drink,Lunch,,4.5,Expense,,4.5,MYR,4.5
22/05/2023 17:25:59,Dompet,Transportation,Bus,,2,Expense,,2,MYR,2
22/06/2023 17:24:44,Dompet,Transportation,Bus,,2,Expense,,2,MYR,2
22/06/2023 17:24:48,Dompet,Food & Drink,Lunch,,2,Expense,,2,MYR,2
22/06/2023 17:30:50,Dompet,Food & Drink,Dinner,,20,Expense,,20,MYR,20
22/07/2023 19:14:58,Public Bank,Food & Drink,Dinner,,24.5,Expense,,24.5,MYR,24.5
22/07/2023 21:31:09,Bank Islam,Credit Topup,Maxis,,10,Expense,,10,MYR,10
22/08/2023 03:13:54,Dompet,Health,Toiletries,,4.7,Expense,,4.7,MYR,4.7
22/08/2023 04:26:35,Bank Islam,Public Bank,,,150,Transfer-Out,,150,MYR,150
22/08/2023 04:26:47,Public Bank,Game,Azurlane,,29.99,Expense,,29.99,MYR,29.99
22/09/2022 10:41:33,Public Bank,Credit Topup,Digi,DIGI POSTPAID,20,Expense,,20,MYR,20
22/09/2022 12:58:25,Dompet,Allowance,,,50,Income,,50,MYR,50
22/09/2022 12:58:35,Dompet,Transportation,,,3,Expense,,3,MYR,3
22/09/2022 13:03:35,Public Bank,Transportation,,,8,Expense,,8,MYR,8
22/09/2022 13:26:40,Dompet,Other,,MOVIE,34.5,Expense,,34.5,MYR,34.5
22/09/2022 16:22:29,Public Bank,Transportation,,,9,Expense,,9,MYR,9
22/09/2022 16:26:39,Dompet,Transportation,,,2,Expense,,2,MYR,2
22/11/2022 11:53:04,Dompet,Food & Drink,Breakfast,,20,Expense,,20,MYR,20
22/11/2022 18:06:33,Dompet,Food & Drink,Dinner,,6,Expense,,6,MYR,6
22/12/2022 10:23:09,Boost,Food & Drink,Lunch,,4.8,Expense,,4.8,MYR,4.8
22/12/2022 16:51:38,Dompet,Food & Drink,Barang Dapur,,16.85,Expense,,16.85,MYR,16.85
22/12/2022 17:55:53,Dompet,Food & Drink,Dinner,,15,Expense,,15,MYR,15
23/02/2023 18:06:17,Boost,Food & Drink,Drink,,4,Expense,,4,MYR,4
23/02/2023 18:06:32,Dompet,Food & Drink,Dinner,,5.5,Expense,,5.5,MYR,5.5
23/06/2023 11:46:30,Dompet,Food & Drink,Lunch,,4,Expense,,4,MYR,4
23/06/2023 16:44:28,Dompet,Transportation,Bus,,2,Expense,,2,MYR,2
23/06/2023 16:44:28,Public Bank,Allowance,,,210,Income,,210,MYR,210
23/07/2023 17:22:45,Dompet,Food & Drink,Barang Dapur,,18.55,Expense,,18.55,MYR,18.55
23/07/2023 17:27:30,Dompet,Food & Drink,Dinner,,3,Expense,,3,MYR,3
23/08/2022 14:11:08,Public Bank,Credit Topup,Yoodo,100GB POWERPASS,15,Expense,,15,MYR,15
23/08/2022 16:38:50,Public Bank,Credit Topup,Digi,DIGI,5,Expense,,5,MYR,5
23/08/2022 22:30:17,Public Bank,Credit Topup,Yoodo,,15,Expense,,15,MYR,15
23/08/2023 09:42:34,Dompet,Allowance,,,482,Income,,1600000,IDR,1600000
23/08/2023 09:43:28,Dompet,Other,,Visa,150.59,Expense,,500000,IDR,500000
23/08/2023 09:43:42,Dompet,Other,,Telkomsel,26.52,Expense,,80000,IDR,26.52
23/09/2022 14:42:17,Public Bank,Game,Honkai,Battlepass,23.8,Expense,,23.8,MYR,23.8
23/11/2022 11:59:10,Dompet,Food & Drink,Lunch,,5,Expense,,5,MYR,5
23/11/2022 16:45:51,Dompet,Food & Drink,Breakfast,,8.9,Expense,,8.9,MYR,8.9
23/11/2022 17:41:04,Dompet,Food & Drink,Barang Dapur,,1.6,Expense,,1.6,MYR,1.6
23/11/2022 17:43:46,Dompet,Food & Drink,Dinner,,5,Expense,,5,MYR,5
23/12/2022 13:04:32,Dompet,Food & Drink,Lunch,,11,Expense,,11,MYR,11
23/12/2022 17:39:19,Dompet,Food & Drink,Dinner,,8.5,Expense,,8.5,MYR,8.5
23/12/2022 17:51:20,Dompet,Food & Drink,Dinner,,3,Expense,,3,MYR,3
24/01/2023 10:34:04,Dompet,Apparel,Clothing,,20,Expense,,20,MYR,20
24/01/2023 10:38:48,Dompet,Food & Drink,Drink,,11.3,Expense,,11.3,MYR,11.3
24/01/2023 11:13:07,Dompet,Food & Drink,Barang Dapur,,9.4,Expense,,9.4,MYR,9.4
24/02/2023 12:31:53,Public Bank,Other,,Bayar print FYP,150,Income,,150,MYR,150
24/02/2023 12:32:15,Bank Islam,Allowance,,,200,Income,,200,MYR,200
24/02/2023 13:28:42,Dompet,Food & Drink,Lunch,,12.5,Expense,,12.5,MYR,12.5
24/02/2023 13:28:49,Dompet,Food & Drink,Drink,,2,Expense,,2,MYR,2
24/02/2023 18:03:58,Dompet,Food & Drink,Dinner,,5,Expense,,5,MYR,5
24/03/2023 13:56:17,Public Bank,Allowance,,,300,Income,,300,MYR,300
24/03/2023 17:56:03,Dompet,Food & Drink,Dinner,,6,Expense,,6,MYR,6
24/03/2023 17:56:10,Dompet,Food & Drink,Drink,,4.3,Expense,,4.3,MYR,4.3
24/04/2023 18:26:59,Dompet,Transportation,Kereta,,20,Expense,,20,MYR,20
24/05/2023 12:26:02,Public Bank,Game,Blue Archive,,14.99,Expense,,14.99,MYR,14.99
24/05/2023 13:05:49,Dompet,Food & Drink,Lunch,,2,Expense,,2,MYR,2
24/05/2023 23:38:08,Dompet,Transportation,Bus,,2,Expense,,2,MYR,2
24/05/2023 23:38:08,Public Bank,Credit Topup,Yoodo,,83,Expense,,83,MYR,83
24/08/2022 18:04:18,Public Bank,Game,Genshin,Monthly Pass,19.9,Expense,,19.9,MYR,19.9
24/11/2022 13:09:17,Dompet,Food & Drink,Lunch,,2,Expense,,2,MYR,2
24/11/2022 18:12:16,Dompet,Food & Drink,Dinner,,7.5,Expense,,7.5,MYR,7.5
24/12/2022 16:25:33,Boost,Credit Topup,Yoodo,,7,Expense,,7,MYR,7
24/12/2022 21:21:59,Public Bank,Credit Topup,Yoodo,,15,Expense,,15,MYR,15
25/01/2023 19:02:18,Dompet,Food & Drink,Dinner,,5,Expense,,5,MYR,5
25/02/2023 23:03:43,Public Bank,Other,,Bayar print FYP,129,Expense,,129,MYR,129
25/02/2023 23:03:59,Bank Islam,Public Bank,,,150,Transfer-Out,,150,MYR,150
25/03/2023 04:56:14,Public Bank,Credit Topup,Yoodo,,15,Expense,,15,MYR,15
25/03/2023 15:58:55,Dompet,Transportation,Bus,,3,Expense,,3,MYR,3
25/03/2023 23:23:46,Public Bank,Credit Topup,Yoodo,,83,Expense,,83,MYR,83
25/04/2023 10:06:49,Dompet,Allowance,,,450,Income,,450,MYR,450
25/04/2023 10:07:53,Public Bank,Credit Topup,Yoodo,,23,Expense,,23,MYR,23
25/04/2023 13:32:59,Bank Islam,ASB,,,200,Transfer-Out,,200,MYR,200
25/05/2023 13:31:57,Dompet,Food & Drink,Lunch,,4,Expense,,4,MYR,4
25/05/2023 13:32:01,Dompet,Transportation,Bus,,2,Expense,,2,MYR,2
25/06/2023 18:30:01,Public Bank,Health,Toiletries,,63.6,Expense,,63.6,MYR,63.6
25/06/2023 18:45:40,Dompet,Food & Drink,Dinner,,10.25,Expense,,10.25,MYR,10.25
25/07/2022 17:09:38,Public Bank,Allowance,,Duit,200,Income,,200,MYR,200
25/07/2023 08:27:24,Public Bank,Allowance,,,200,Income,,200,MYR,200
25/07/2023 11:16:13,Dompet,Apparel,,,30,Expense,,30,MYR,30
25/07/2023 12:19:52,Public Bank,Transportation,GrabCar,,7,Expense,,7,MYR,7
25/07/2023 12:45:35,Dompet,Apparel,,,89.9,Expense,,89.9,MYR,89.9
25/07/2023 13:29:23,Dompet,Apparel,,,30.9,Expense,,30.9,MYR,30.9
25/07/2023 13:59:46,Dompet,Allowance,,,30,Income,,30,MYR,30
